Age,Gender,Education Level,Department,Job Title,Years of Experience,Location,Salary
24.0,Female,Master's,Marketing,SEO Specialist,4.0,Tier-2 City,59381.46
33.0,Male,Bachelor's,Finance,Accountant,0.0,Metro City,49552.97
37.0,Female,Master's,Operations,Operations Analyst,9.0,Tier-2 City,72781.74
21.0,Male,Bachelor's,Marketing,Marketing Manager,1.0,Tier-2 City,46837.63
32.0,Female,Bachelor's,Operations,Logistics Coordinator,2.0,Tier-2 City,34507.67
33.0,Female,Master's,HR,Recruiter,5.0,Metro City,62157.53
36.0,Male,Bachelor's,IT,Data Analyst,4.0,Metro City,64790.65
29.0,Male,Master's,Operations,Operations Manager,9.0,Metro City,83692.16
46.0,Male,Bachelor's,Operations,Logistics Coordinator,14.0,Tier-2 City,59006.24
31.0,Female,High School,Marketing,Marketing Manager,0.0,Remote,40117.2
34.0,Male,Bachelor's,Sales,Sales Manager,7.0,Tier-2 City,60925.33
35.0,Male,Master's,Sales,Sales Executive,2.0,Tier-2 City,54054.07
53.0,Female,High School,Operations,Logistics Coordinator,13.0,Metro City,46800.89
31.0,Male,Bachelor's,Marketing,Marketing Manager,11.0,Tier-2 City,71101.79
21.0,Male,Master's,HR,HR Manager,1.0,Remote,65563.3
39.0,Male,Bachelor's,Sales,Sales Manager,11.0,Tier-2 City,65547.13
34.0,Female,Bachelor's,Finance,Financial Analyst,9.0,Remote,59823.58
40.0,Female,High School,Sales,Account Manager,6.0,Metro City,50538.58
31.0,Female,Bachelor's,IT,IT Support,4.0,Metro City,63151.98
50.0,Female,Bachelor's,Finance,Financial Analyst,,Metro City,101967.28
32.0,Female,High School,Marketing,SEO Specialist,3.0,Metro City,32176.86
34.0,Female,Master's,HR,HR Manager,4.0,Metro City,76038.63
32.0,Male,Bachelor's,HR,HR Manager,10.0,Tier-2 City,56675.44
43.0,Male,Bachelor's,HR,HR Executive,9.0,Metro City,56166.12
47.0,Female,Master's,Sales,Account Manager,14.0,Remote,97002.21
30.0,Male,Bachelor's,Marketing,SEO Specialist,0.0,Tier-2 City,36374.07
47.0,Female,Bachelor's,Marketing,Marketing Executive,13.0,Metro City,73664.59
42.0,Female,Master's,HR,HR Executive,13.0,Metro City,82435.57
42.0,Female,Bachelor's,IT,Software Engineer,11.0,Metro City,88688.08
24.0,Male,PhD,IT,Software Engineer,0.0,Metro City,100139.57
21.0,Male,Bachelor's,IT,DevOps Engineer,1.0,Remote,53600.74
31.0,Female,Bachelor's,Marketing,SEO Specialist,11.0,Metro City,64676.69
41.0,Male,Bachelor's,Operations,Operations Manager,11.0,Metro City,81849.99
32.0,Male,High School,Finance,Accountant,8.0,Tier-2 City,31118.32
40.0,Male,Bachelor's,Finance,Finance Manager,8.0,Tier-2 City,66155.29
21.0,Male,Master's,Sales,Sales Executive,0.0,Metro City,57505.67
21.0,Female,High School,Marketing,Marketing Executive,1.0,Metro City,31636.22
38.0,Male,Bachelor's,IT,IT Support,6.0,Metro City,65490.74
37.0,Male,Master's,Marketing,Marketing Executive,9.0,Metro City,81622.53
40.0,Female,Master's,IT,Software Engineer,12.0,Remote,99369.08
46.0,Male,Master's,Sales,Sales Executive,9.0,Remote,69189.57
27.0,Male,Master's,HR,HR Manager,3.0,Metro City,69085.04
43.0,Male,PhD,Marketing,Marketing Manager,13.0,Metro City,133040.9
32.0,Female,Bachelor's,Marketing,SEO Specialist,11.0,Metro City,64066.2
21.0,Male,Bachelor's,Sales,Account Manager,1.0,Tier-2 City,47660.04
33.0,Male,Master's,Marketing,SEO Specialist,13.0,Metro City,88388.31
51.0,Male,Bachelor's,Finance,Financial Analyst,22.0,Metro City,97133.72
41.0,Male,Master's,Finance,Accountant,7.0,Tier-2 City,71240.52
37.0,Female,Master's,Operations,Operations Manager,10.0,Metro City,94469.59
51.0,Male,Bachelor's,HR,HR Executive,16.0,Metro City,69353.22
22.0,Female,Bachelor's,Sales,Account Manager,0.0,Tier-2 City,52617.49
29.0,Female,Bachelor's,Operations,Logistics Coordinator,8.0,Tier-2 City,42035.42
26.0,Male,Master's,Operations,Operations Manager,5.0,Tier-2 City,60515.02
39.0,Female,Bachelor's,Finance,Accountant,12.0,Tier-2 City,59820.06
21.0,Male,Bachelor's,Operations,Operations Manager,1.0,Tier-2 City,41498.19
22.0,Male,Master's,Marketing,Marketing Manager,0.0,Metro City,73028.57
40.0,Female,PhD,Marketing,Marketing Executive,20.0,Metro City,142320.44
34.0,Female,Bachelor's,Finance,Financial Analyst,7.0,Metro City,70865.91
40.0,Male,Master's,Marketing,Marketing Executive,15.0,Metro City,107570.17
29.0,Female,Master's,Sales,Sales Manager,4.0,Metro City,84630.41
51.0,Female,Bachelor's,HR,HR Executive,22.0,Remote,63800.25
40.0,Female,High School,HR,HR Executive,14.0,Tier-2 City,31633.82
48.0,Female,Bachelor's,IT,Software Engineer,23.0,Metro City,119431.68
49.0,Female,Bachelor's,Finance,Accountant,17.0,Tier-2 City,76809.09
39.0,Male,High School,HR,Recruiter,12.0,Remote,39614.04
26.0,Male,Bachelor's,Marketing,Marketing Executive,6.0,Metro City,58241.39
41.0,Female,Bachelor's,Finance,Finance Manager,8.0,Remote,70758.48
24.0,Female,Master's,HR,HR Executive,4.0,Remote,48738.77
29.0,Female,Master's,Marketing,Marketing Manager,7.0,Metro City,90400.07
27.0,Male,Master's,Sales,Sales Manager,0.0,Metro City,73570.63
37.0,Male,Bachelor's,Sales,Account Manager,6.0,Metro City,68666.26
34.0,Male,Master's,Operations,Operations Analyst,9.0,Metro City,75014.67
29.0,Male,Master's,Operations,Logistics Coordinator,3.0,Remote,53392.23
30.0,Female,Master's,Operations,Operations Manager,4.0,Metro City,76518.42
59.0,Male,Master's,IT,Software Engineer,21.0,Tier-2 City,116033.14
43.0,Male,Bachelor's,IT,Data Analyst,10.0,Tier-2 City,76313.95
42.0,Female,Master's,Marketing,Marketing Executive,13.0,Tier-2 City,70953.15
21.0,Female,Bachelor's,Operations,Logistics Coordinator,1.0,Tier-2 City,35693.43
32.0,Male,Master's,Marketing,Marketing Executive,8.0,Remote,59551.25
37.0,Female,Bachelor's,Operations,Logistics Coordinator,4.0,Remote,40381.05
43.0,Male,Master's,HR,HR Executive,13.0,Metro City,82180.87
36.0,Female,Bachelor's,Operations,Operations Analyst,12.0,Tier-2 City,51833.19
41.0,Female,Bachelor's,Operations,Operations Analyst,21.0,Tier-2 City,74410.13
29.0,Male,Bachelor's,Finance,Financial Analyst,5.0,Tier-2 City,47547.99
26.0,Male,PhD,HR,HR Manager,3.0,Tier-2 City,74431.45
41.0,Female,Master's,IT,Data Analyst,15.0,Remote,106368.13
47.0,Female,Bachelor's,Finance,Finance Manager,15.0,Remote,77401.77
39.0,Male,High School,IT,Software Engineer,19.0,Metro City,67450.18
37.0,Male,Bachelor's,IT,DevOps Engineer,7.0,Metro City,78422.03
31.0,Female,Bachelor's,HR,Recruiter,1.0,Metro City,39779.15
41.0,Female,Bachelor's,Sales,Sales Manager,10.0,Metro City,79240.29
35.0,Female,Bachelor's,HR,HR Executive,13.0,Metro City,67417.08
50.0,Female,Bachelor's,Marketing,SEO Specialist,19.0,Tier-2 City,65802.06
41.0,Male,Bachelor's,Sales,Sales Executive,10.0,Tier-2 City,49340.88
23.0,Male,Bachelor's,IT,IT Support,0.0,Remote,44430.18
34.0,Male,Bachelor's,Finance,Finance Manager,10.0,Metro City,84469.31
39.0,Male,Bachelor's,Sales,Sales Manager,18.0,Metro City,90297.05
29.0,Female,Master's,HR,HR Executive,3.0,Tier-2 City,41574.15
21.0,Female,Master's,IT,Data Analyst,0.0,Metro City,76103.74
30.0,Male,Master's,Operations,Operations Analyst,1.0,Tier-2 City,39927.89
37.0,Male,Bachelor's,Marketing,Marketing Executive,3.0,Metro City,60411.72
31.0,Male,High School,HR,HR Manager,5.0,Metro City,44446.35
44.0,Female,Bachelor's,HR,HR Executive,15.0,Tier-2 City,55968.39
28.0,Female,Bachelor's,HR,HR Manager,3.0,Tier-2 City,49302.13
33.0,Male,High School,Marketing,Marketing Executive,8.0,Remote,30591.84
34.0,Male,High School,Finance,Financial Analyst,9.0,Tier-2 City,32093.11
32.0,Female,Bachelor's,Marketing,SEO Specialist,0.0,Remote,43680.29
21.0,Male,Master's,IT,Data Analyst,0.0,Metro City,73786.03
27.0,Male,Master's,Marketing,SEO Specialist,1.0,Remote,48005.3
27.0,Male,PhD,Operations,Operations Analyst,0.0,Remote,60088.75
52.0,Male,Bachelor's,Sales,Sales Manager,13.0,Metro City,83081.52
28.0,Male,Master's,Finance,Finance Manager,1.0,Metro City,81951.13
21.0,Male,Master's,IT,IT Support,1.0,Metro City,81590.36
32.0,Male,Master's,Operations,Operations Analyst,3.0,Metro City,57592.48
31.0,Male,Master's,Finance,Financial Analyst,5.0,Tier-2 City,62597.34
32.0,Female,Bachelor's,Marketing,Marketing Manager,4.0,Remote,63491.43
47.0,Male,Master's,Marketing,SEO Specialist,22.0,Tier-2 City,98578.3
32.0,Female,Bachelor's,Sales,Sales Executive,7.0,Metro City,60487.82
33.0,Male,Master's,Marketing,Marketing Manager,13.0,Tier-2 City,79024.84
32.0,Male,High School,IT,DevOps Engineer,6.0,Remote,46081.22
28.0,Male,Master's,HR,HR Executive,8.0,Remote,57349.79
35.0,Female,Master's,IT,IT Support,6.0,Remote,83347.26
24.0,Male,Bachelor's,Finance,Accountant,0.0,Metro City,54014.61
48.0,Female,High School,Sales,Sales Manager,13.0,Metro City,54860.66
38.0,Male,High School,Sales,Sales Executive,8.0,Metro City,37924.55
21.0,Male,Bachelor's,Operations,Operations Analyst,1.0,Tier-2 City,34662.68
34.0,Female,Bachelor's,HR,Recruiter,7.0,Tier-2 City,44900.51
39.0,Male,Bachelor's,Finance,Financial Analyst,9.0,Remote,58723.39
40.0,Male,Master's,Finance,Financial Analyst,3.0,Metro City,72864.92
41.0,Male,Bachelor's,Marketing,Marketing Executive,8.0,Metro City,66255.96
21.0,Male,Bachelor's,Finance,Financial Analyst,1.0,Metro City,53806.37
27.0,Male,Master's,Marketing,Marketing Manager,0.0,Metro City,76662.29
27.0,Male,Master's,Finance,Finance Manager,5.0,Metro City,89660.44
30.0,Male,Master's,IT,DevOps Engineer,0.0,Tier-2 City,59885.77
45.0,Male,Master's,Marketing,Marketing Manager,19.0,Metro City,119754.15
37.0,Male,Bachelor's,HR,HR Executive,0.0,Tier-2 City,33066.1
48.0,Male,Master's,Operations,Logistics Coordinator,15.0,Remote,86383.06
43.0,Female,Master's,Sales,Account Manager,14.0,Remote,94272.07
28.0,Male,Master's,Sales,Account Manager,2.0,Tier-2 City,65331.53
49.0,Female,Bachelor's,Operations,Operations Analyst,19.0,Metro City,81586.6
34.0,Male,Master's,Operations,Operations Analyst,2.0,Tier-2 City,51480.33
27.0,Male,PhD,IT,DevOps Engineer,7.0,Metro City,131758.27
39.0,Female,Bachelor's,Finance,Accountant,13.0,Metro City,83754.48
36.0,Male,Master's,Finance,Financial Analyst,9.0,Metro City,94158.8
21.0,Female,High School,Operations,Operations Manager,1.0,Tier-2 City,36094.26
37.0,Female,PhD,IT,DevOps Engineer,1.0,Tier-2 City,84596.67
36.0,Male,High School,Finance,Financial Analyst,5.0,Tier-2 City,31082.23
32.0,Female,Bachelor's,Marketing,SEO Specialist,6.0,Tier-2 City,44775.87
31.0,Male,Master's,Marketing,SEO Specialist,6.0,Metro City,77787.71
42.0,Male,High School,HR,HR Executive,14.0,Tier-2 City,40302.66
37.0,Male,Master's,Finance,Finance Manager,7.0,Metro City,89622.46
27.0,Male,Master's,HR,HR Executive,3.0,Metro City,51094.31
32.0,Male,Master's,IT,IT Support,12.0,Tier-2 City,96652.02
27.0,Female,Bachelor's,Finance,Finance Manager,5.0,Tier-2 City,64082.61
47.0,Male,High School,Marketing,Marketing Executive,13.0,Remote,35915.86
32.0,Female,High School,Sales,Account Manager,5.0,Tier-2 City,38313.44
35.0,Male,High School,Operations,Logistics Coordinator,12.0,Tier-2 City,42484.41
52.0,Male,Bachelor's,Sales,Sales Executive,17.0,Remote,64312.27
36.0,Female,High School,Finance,Finance Manager,12.0,Remote,57212.65
50.0,Female,PhD,Marketing,Marketing Manager,17.0,Metro City,150036.21
38.0,Female,Master's,IT,IT Support,5.0,Tier-2 City,70821.13
41.0,Male,Master's,Marketing,SEO Specialist,4.0,Metro City,68352.07
34.0,Male,PhD,IT,IT Support,7.0,Metro City,132336.39
48.0,Male,Bachelor's,IT,Data Analyst,21.0,Tier-2 City,91886.29
31.0,Male,Bachelor's,HR,HR Executive,2.0,Metro City,44251.66
24.0,Female,Bachelor's,Sales,Sales Executive,0.0,Metro City,40907.41
32.0,Male,Bachelor's,HR,Recruiter,7.0,Tier-2 City,36540.77
32.0,Female,Bachelor's,HR,Recruiter,5.0,Metro City,50947.23
56.0,Male,Bachelor's,Operations,Logistics Coordinator,14.0,Tier-2 City,58791.75
32.0,Male,Bachelor's,Marketing,Marketing Executive,9.0,Metro City,69914.6
21.0,Female,Bachelor's,Operations,Logistics Coordinator,1.0,Metro City,41218.91
38.0,Male,Master's,Marketing,Marketing Manager,4.0,Metro City,82704.03
22.0,Female,PhD,HR,Recruiter,0.0,Tier-2 City,54448.87
45.0,Female,Master's,Operations,Operations Manager,11.0,Tier-2 City,74224.41
50.0,Female,Bachelor's,IT,Software Engineer,11.0,Metro City,91112.39
38.0,Female,Bachelor's,HR,HR Manager,11.0,Tier-2 City,66365.05
22.0,Male,High School,HR,HR Manager,0.0,Metro City,40647.42
31.0,Male,Bachelor's,HR,HR Executive,8.0,Metro City,57844.41
59.0,Female,Bachelor's,Operations,Operations Manager,19.0,Metro City,91565.5
53.0,Male,PhD,Operations,Operations Analyst,20.0,Metro City,134692.6
34.0,Male,Bachelor's,HR,HR Manager,4.0,Tier-2 City,46803.96
43.0,Male,High School,IT,DevOps Engineer,4.0,Tier-2 City,37252.37
21.0,Male,High School,Sales,Account Manager,0.0,Remote,34346.74
39.0,Male,Bachelor's,Marketing,Marketing Executive,10.0,Metro City,63122.53
39.0,Female,High School,Marketing,Marketing Manager,14.0,Tier-2 City,49750.91
43.0,Male,Master's,Operations,Operations Manager,14.0,Tier-2 City,93024.57
33.0,Female,Master's,Finance,Finance Manager,4.0,Metro City,91715.04
28.0,Male,PhD,HR,HR Manager,4.0,Tier-2 City,81949.67
30.0,Female,Bachelor's,HR,HR Executive,6.0,Metro City,48699.54
47.0,Male,Bachelor's,Operations,Operations Analyst,10.0,Tier-2 City,47569.01
37.0,Male,Bachelor's,HR,Recruiter,3.0,Metro City,47797.94
45.0,Female,Bachelor's,IT,Software Engineer,11.0,Tier-2 City,74524.31
42.0,Female,Bachelor's,Marketing,Marketing Executive,10.0,Tier-2 City,53508.27
30.0,Male,PhD,Marketing,Marketing Manager,1.0,Metro City,89723.98
32.0,Male,Bachelor's,Marketing,SEO Specialist,3.0,Remote,49865.24
37.0,Female,Bachelor's,HR,Recruiter,13.0,Metro City,64610.25
36.0,Female,Bachelor's,Sales,Sales Manager,5.0,Metro City,64541.01
49.0,Male,Master's,HR,Recruiter,22.0,Tier-2 City,87366.96
43.0,Female,High School,Finance,Finance Manager,17.0,Remote,55333.14
24.0,Male,Bachelor's,IT,DevOps Engineer,0.0,Tier-2 City,50525.69
40.0,Female,Master's,HR,Recruiter,9.0,Metro City,72394.76
32.0,Male,High School,Marketing,Marketing Executive,8.0,Tier-2 City,36097.46
27.0,Female,Bachelor's,Marketing,SEO Specialist,0.0,Metro City,44596.75
42.0,Male,Bachelor's,Finance,Finance Manager,10.0,Metro City,90044.17
43.0,Female,Bachelor's,Sales,Account Manager,4.0,Tier-2 City,56614.27
27.0,Male,Bachelor's,Operations,Operations Analyst,6.0,Metro City,54212.91
37.0,Female,Bachelor's,HR,HR Executive,8.0,Metro City,56652.32
26.0,Male,Bachelor's,Finance,Finance Manager,3.0,Remote,62713.81
31.0,Female,Master's,Operations,Operations Analyst,7.0,Metro City,68260.21
36.0,Male,Bachelor's,Operations,Operations Manager,7.0,Metro City,64957.17
34.0,Female,Bachelor's,IT,Software Engineer,11.0,Tier-2 City,68109.86
42.0,Male,Master's,Operations,Operations Analyst,16.0,Metro City,93461.96
51.0,Female,Bachelor's,Marketing,Marketing Executive,18.0,Metro City,83918.02
35.0,Female,Bachelor's,Marketing,SEO Specialist,15.0,Tier-2 City,66738.68
44.0,Male,Master's,Sales,Sales Manager,10.0,Remote,84864.13
44.0,Male,Bachelor's,Marketing,Marketing Executive,19.0,Metro City,86216.73
38.0,Female,PhD,Marketing,Marketing Manager,10.0,Metro City,118152.85
30.0,Male,Bachelor's,Operations,Logistics Coordinator,5.0,Metro City,52158.14
29.0,Female,Bachelor's,HR,HR Executive,9.0,Remote,46010.74
26.0,Male,Bachelor's,Sales,Sales Executive,6.0,Tier-2 City,41961.33
44.0,Female,Bachelor's,Sales,Sales Executive,10.0,Metro City,74618.5
41.0,Male,Master's,Marketing,Marketing Manager,21.0,Tier-2 City,107656.63
40.0,Male,Master's,HR,Recruiter,6.0,Tier-2 City,51820.24
26.0,Female,PhD,Operations,Operations Manager,6.0,Metro City,104122.45
30.0,Male,Bachelor's,Sales,Account Manager,5.0,Tier-2 City,63147.27
35.0,Male,Master's,Sales,Sales Manager,6.0,Tier-2 City,74433.78
28.0,Female,Bachelor's,Sales,Sales Manager,2.0,Remote,55215.93
37.0,Male,High School,Finance,Finance Manager,8.0,Metro City,52926.74
27.0,Male,High School,Finance,Finance Manager,4.0,Metro City,45334.72
38.0,Female,Master's,Sales,Sales Manager,9.0,Remote,85140.17
26.0,Female,Bachelor's,Operations,Logistics Coordinator,6.0,Tier-2 City,44457.87
36.0,Male,PhD,HR,HR Executive,14.0,Remote,92673.2
32.0,Male,Bachelor's,Finance,Finance Manager,5.0,Remote,65238.58
54.0,Female,Bachelor's,IT,Software Engineer,13.0,Remote,77564.08
50.0,Female,High School,Operations,Operations Analyst,21.0,Metro City,52148.13
43.0,Female,High School,Marketing,Marketing Executive,16.0,Tier-2 City,42681.88
46.0,Female,Bachelor's,HR,Recruiter,20.0,Tier-2 City,62252.09
48.0,Female,Master's,Sales,Account Manager,5.0,Metro City,79827.12
25.0,Female,Bachelor's,Finance,Financial Analyst,3.0,Metro City,52423.45
32.0,Male,Bachelor's,Finance,Financial Analyst,5.0,Tier-2 City,53030.3
43.0,Male,Bachelor's,Sales,Account Manager,3.0,Metro City,62259.62
31.0,Male,Bachelor's,HR,HR Manager,0.0,Tier-2 City,42993.58
32.0,Male,Bachelor's,Marketing,Marketing Executive,7.0,Metro City,55572.68
,Male,PhD,Marketing,Marketing Manager,2.0,Remote,84440.04
27.0,Male,Master's,Sales,Sales Manager,7.0,Metro City,94499.76
32.0,Male,Master's,Finance,Accountant,8.0,Tier-2 City,77350.54
50.0,Male,Bachelor's,HR,HR Manager,10.0,Remote,63900.09
21.0,Female,Bachelor's,Marketing,SEO Specialist,0.0,Metro City,45650.67
42.0,Female,Master's,Sales,Account Manager,8.0,Remote,72521.99
39.0,Male,Bachelor's,Marketing,Marketing Manager,15.0,Metro City,88945.75
,Female,Bachelor's,Finance,Finance Manager,1.0,Tier-2 City,59395.72
22.0,Male,Master's,Marketing,SEO Specialist,,Metro City,52772.84
41.0,Female,Master's,Operations,Operations Manager,20.0,Tier-2 City,98437.34
21.0,Male,High School,Marketing,SEO Specialist,1.0,Metro City,32041.46
29.0,Female,PhD,Finance,Accountant,9.0,Tier-2 City,94256.1
46.0,Male,Master's,Operations,Operations Manager,8.0,Metro City,89102.04
46.0,Male,Bachelor's,HR,HR Executive,12.0,Metro City,66347.16
39.0,Male,Bachelor's,Sales,Sales Executive,12.0,Tier-2 City,63494.34
40.0,Male,Bachelor's,HR,HR Manager,10.0,Remote,61576.74
28.0,Female,Master's,Finance,Accountant,8.0,Tier-2 City,68771.21
,Male,Bachelor's,Marketing,Marketing Manager,17.0,Metro City,97686.01
38.0,Female,PhD,IT,Data Analyst,10.0,Tier-2 City,117038.36
25.0,Female,Master's,HR,HR Executive,5.0,Tier-2 City,46617.77
29.0,Female,Bachelor's,Marketing,Marketing Manager,8.0,Remote,67497.12
40.0,Male,High School,IT,Software Engineer,10.0,Tier-2 City,48165.72
36.0,Male,Master's,Operations,Operations Manager,9.0,Metro City,86557.84
36.0,Male,Master's,IT,Data Analyst,4.0,Tier-2 City,71078.23
48.0,Female,Bachelor's,Finance,Accountant,14.0,Metro City,88901.36
35.0,Male,Bachelor's,Sales,Account Manager,12.0,Metro City,79005.97
34.0,Female,Bachelor's,Operations,Operations Manager,5.0,Metro City,63039.13
27.0,Male,Master's,IT,DevOps Engineer,4.0,Remote,78481.33
24.0,Male,Bachelor's,IT,DevOps Engineer,4.0,Remote,57386.95
28.0,Female,Master's,Marketing,SEO Specialist,0.0,Remote,51553.77
41.0,Male,High School,Finance,Accountant,21.0,Metro City,59485.55
36.0,Female,PhD,Operations,Operations Analyst,4.0,Metro City,83784.77
37.0,Female,Master's,Marketing,Marketing Manager,12.0,Metro City,106847.94
45.0,Male,Bachelor's,HR,HR Manager,13.0,Remote,73086.89
34.0,Male,Bachelor's,Marketing,SEO Specialist,8.0,Remote,55004.55
,Male,High School,IT,DevOps Engineer,3.0,Tier-2 City,33197.19
50.0,Female,High School,Sales,Sales Manager,11.0,Metro City,54677.37
21.0,Female,High School,IT,DevOps Engineer,1.0,Remote,29015.68
28.0,Male,Bachelor's,Sales,Sales Manager,0.0,Remote,54528.76
42.0,Female,Bachelor's,Marketing,Marketing Executive,10.0,Metro City,72735.54
45.0,Male,Master's,Marketing,Marketing Manager,10.0,Tier-2 City,83000.55
21.0,Male,Bachelor's,HR,HR Manager,0.0,Remote,44909.41
37.0,Female,Bachelor's,IT,IT Support,4.0,Metro City,68824.29
35.0,Female,Master's,HR,Recruiter,7.0,Tier-2 City,54291.15
37.0,Female,Master's,HR,HR Manager,11.0,Metro City,86869.67
34.0,Male,Bachelor's,Operations,Operations Analyst,6.0,Metro City,54903.29
30.0,Male,Bachelor's,Marketing,Marketing Executive,9.0,Tier-2 City,48242.78
38.0,Male,Master's,Sales,Sales Manager,14.0,Metro City,103652.46
34.0,Male,Bachelor's,HR,HR Executive,5.0,Metro City,46134.97
43.0,Male,High School,Marketing,Marketing Manager,12.0,Tier-2 City,46912.2
39.0,Male,Master's,Operations,Operations Analyst,3.0,Tier-2 City,54586.99
35.0,Female,Bachelor's,Marketing,Marketing Executive,12.0,Tier-2 City,58162.51
26.0,Male,PhD,HR,HR Manager,0.0,Tier-2 City,67129.22
21.0,Male,Bachelor's,Operations,Logistics Coordinator,0.0,Metro City,39266.83
45.0,Female,PhD,Operations,Logistics Coordinator,11.0,Tier-2 City,86278.24
31.0,Female,Master's,Operations,Logistics Coordinator,7.0,Metro City,70005.45
34.0,Male,Bachelor's,Sales,Sales Executive,7.0,Tier-2 City,48220.83
